mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_1361,CC1C(O)C1(C)C,1.2775,67.65,-0.2382,0.0724,0.3106,802.745,0.16932,32.236,-310.911364,-310.902599,-310.901655,-310.943551
gdb_1362,CC1C(O)C1(C)O,1.0529,60.53,-0.2404,0.0705,0.3109,758.5937,0.145588,31.098,-346.836423,-346.827969,-346.827025,-346.868312
gdb_1365,C#CCC(=O)C#N,3.0728,54.62,-0.2896,-0.0944,0.1953,851.5448,0.063906,24.092,-322.155306,-322.148109,-322.147165,-322.187003
gdb_1366,C#CC(=O)CC#N,5.8999,54.85,-0.2937,-0.0832,0.2104,846.9512,0.064294,23.798,-322.161948,-322.154824,-322.15388,-322.193705
gdb_1372,N=C(OC=O)C#N,2.7129,48.09,-0.3102,-0.0914,0.2188,812.3984,0.053821,21.512,-375.394844,-375.38817,-375.387226,-375.426275
gdb_1375,N=COC(=O)C#C,0.8115,54.23,-0.2877,-0.0682,0.2195,836.116,0.064727,23.195,-359.297522,-359.290584,-359.28964,-359.328928
gdb_1383,C(=O)C(=O)NC=O,5.8384,47.28,-0.2635,-0.1036,0.1599,820.9676,0.064558,22.54,-396.486463,-396.479459,-396.478515,-396.51828
gdb_1390,CC#CC(O)C#C,1.9816,64.01,-0.2555,0.0123,0.2678,1005.2562,0.098387,28.527,-307.24543,-307.23695,-307.236006,-307.279618
gdb_1392,CC#CC(C)C=O,2.8947,67.12,-0.2428,-0.0256,0.2172,1070.4587,0.12176,28.802,-308.508254,-308.499391,-308.498446,-308.544744
gdb_1395,CC(CC#C)C#N,3.5402,63.46,-0.2807,0.0212,0.3019,916.1111,0.111784,27.602,-287.427764,-287.419937,-287.418992,-287.459696
gdb_1401,OC(CC#C)C#C,1.5976,61.8,-0.2606,0.0238,0.2843,904.3445,0.09829,28.479,-307.239887,-307.231905,-307.230961,-307.271909
gdb_1402,OC(CC#C)C#N,2.8469,56.6,-0.2811,0.0024,0.2835,879.0547,0.087935,26.433,-323.345161,-323.337545,-323.336601,-323.376993
gdb_1411,CC(CC=O)C#C,2.1768,63.84,-0.2529,-0.0289,0.224,965.4502,0.121699,28.587,-308.496384,-308.488145,-308.4872,-308.529306
gdb_1419,OC(CC=O)C#C,3.1219,56.73,-0.2501,-0.0291,0.221,939.2042,0.098184,27.355,-344.417597,-344.4096,-344.408656,-344.450338
gdb_1421,CC(CC=O)C=O,0.5858,59.36,-0.2545,-0.0412,0.2133,963.3698,0.121569,27.478,-345.674176,-345.665811,-345.664867,-345.70828
gdb_1422,CC(NC=O)C=O,2.863,56.21,-0.255,-0.0361,0.219,873.0684,0.11152,26.513,-361.749428,-361.741505,-361.74056,-361.782464
gdb_1424,CC(OC=O)C=O,2.3722,52.52,-0.2745,-0.0483,0.2262,924.2222,0.098321,25.598,-381.619786,-381.611962,-381.611018,-381.652734
gdb_1425,CN(CC=O)C=O,1.2395,56.52,-0.2525,-0.0456,0.2069,929.0995,0.111234,26.121,-361.739999,-361.732075,-361.731131,-361.772962
gdb_1436,CCC(=O)CC#N,5.6727,58.49,-0.2718,-0.0345,0.2373,976.7854,0.111155,26.819,-324.614082,-324.60597,-324.605025,-324.648331
gdb_1444,CCC(=O)CC=O,2.6304,59.13,-0.2494,-0.0377,0.2117,1001.3994,0.121749,27.528,-345.687338,-345.679064,-345.67812,-345.721263
gdb_1445,CCC(=O)NC=N,1.6873,62.0,-0.2577,-0.0145,0.2432,1021.885,0.124828,27.187,-341.882531,-341.874536,-341.873592,-341.915713
gdb_1447,CCC(=O)OC=N,1.0736,57.05,-0.2756,-0.0216,0.2539,977.6157,0.111738,26.215,-361.754136,-361.746252,-361.745308,-361.787064
gdb_1451,CNC(=O)OC=N,2.2159,54.6,-0.268,0.0052,0.2731,932.7949,0.101303,25.52,-377.815601,-377.807799,-377.806855,-377.848312
gdb_1459,C(C=O)C(=O)CO,3.4324,52.38,-0.2521,-0.0406,0.2114,944.5711,0.098102,26.249,-381.600777,-381.59277,-381.591825,-381.634359
gdb_1462,OCC(=O)OC=N,1.4382,50.12,-0.2785,-0.0235,0.255,924.4359,0.088035,25.013,-397.667072,-397.659391,-397.658446,-397.699608
gdb_1478,OCC(O)CC#N,4.2798,54.15,-0.2769,0.0295,0.3064,915.5776,0.112155,27.676,-361.717032,-361.709042,-361.708097,-361.74948
gdb_1483,CCC(C)CC=O,2.8115,68.5,-0.2474,-0.0192,0.2282,1111.1501,0.169072,31.147,-310.940195,-310.931223,-310.930278,-310.974155
gdb_1484,CCC(C)NC=O,3.6266,65.37,-0.2483,0.0344,0.2828,915.0703,0.158888,30.371,-327.016183,-327.007455,-327.006511,-327.050161
gdb_1493,CCNC(=N)C#N,3.3126,61.88,-0.2508,-0.0393,0.2115,971.1904,0.113279,27.173,-320.776082,-320.768059,-320.767115,-320.808925
gdb_1496,CCOC(=N)C#N,3.1179,57.62,-0.2952,-0.0528,0.2424,927.172,0.101091,25.405,-340.650928,-340.64343,-340.642486,-340.683012
gdb_1500,COCC(=O)C#C,3.7987,58.42,-0.2665,-0.0582,0.2083,960.446,0.098147,26.65,-344.41106,-344.403057,-344.402112,-344.443828
gdb_1504,CCCC(=O)C=O,1.1132,58.44,-0.2506,-0.0939,0.1567,1011.9019,0.122047,27.451,-345.681183,-345.672963,-345.672018,-345.714683
gdb_1506,CCNC(=O)C=O,2.322,56.34,-0.2508,-0.0755,0.1753,909.7756,0.112327,26.294,-361.755045,-361.747226,-361.746281,-361.788152
gdb_1507,CCOC(=N)C=O,2.5046,56.58,-0.269,-0.0751,0.1939,977.2543,0.111841,26.086,-361.728608,-361.720898,-361.719954,-361.760927
gdb_1509,COCC(=O)C=O,1.7598,52.47,-0.2548,-0.0984,0.1563,927.7355,0.098097,25.694,-381.58674,-381.578791,-381.577847,-381.619738
gdb_1510,C(CO)C(=O)C=O,3.2106,51.45,-0.2517,-0.0952,0.1565,1020.1521,0.09831,26.26,-381.593528,-381.585475,-381.584531,-381.626781
gdb_1511,CCC(=O)CCO,1.1385,60.94,-0.2446,-0.0093,0.2353,1142.851,0.14558,30.129,-346.875201,-346.8662,-346.865256,-346.909917
gdb_1527,CCOC(=O)NC,2.3745,58.97,-0.2478,0.068,0.3158,1038.2987,0.135545,28.771,-362.962787,-362.954042,-362.953098,-362.996943
gdb_1529,CNC(=O)COC,4.1765,59.74,-0.244,0.0287,0.2727,1063.5931,0.134805,28.848,-362.925466,-362.916581,-362.915636,-362.960229
gdb_1535,COCC(=O)OC,2.6142,55.18,-0.2634,0.0163,0.2797,1030.2202,0.122535,27.427,-382.804255,-382.795769,-382.794825,-382.837895
gdb_1539,CCCC(C)C#C,0.7621,73.74,-0.2569,0.0586,0.3155,1124.1845,0.169345,32.351,-273.762417,-273.753418,-273.752474,-273.795788
